rule_id,condition,condition_device,operator,value,action_device,action,action_value,priority
R4333,temperature,AC,<,22,AC,OFF,21,1
R4334,occupancy,AC,>,22,Light,SET,19,4
R4335,time,Fan,<,19,Light,ON,30,1
R4336,temperature,AC,=,23,Fan,ON,18,1
R4337,temperature,Fan,=,35,AC,SET,24,4
R4338,temperature,AC,=,27,Light,SET,26,1
R4339,temperature,AC,>,18,AC,SET,24,2
R4340,time,Light,>,17,Light,ON,23,5
R4341,time,AC,>,17,Light,SET,26,2
R4342,temperature,Light,=,18,Light,ON,26,5
R4343,time,AC,>,16,Light,SET,18,4
R4344,time,Light,=,32,Light,SET,17,4
R4345,time,AC,>,26,Light,ON,28,3
R4346,time,Light,>,27,Light,OFF,27,2
R4347,time,Light,=,30,Fan,ON,26,3
R4348,time,AC,<,29,Light,OFF,23,5
R4349,time,Fan,<,29,Fan,ON,20,2
R4350,temperature,Light,=,28,Fan,ON,24,3
R4351,occupancy,AC,=,31,AC,ON,30,5
R4352,temperature,Fan,<,24,AC,SET,28,1
R4353,temperature,Light,=,33,AC,SET,17,3
R4354,occupancy,Light,=,33,AC,OFF,29,4
R4355,occupancy,AC,<,35,Fan,ON,21,5
R4356,time,Light,=,19,Fan,OFF,16,4
R4357,temperature,Fan,<,24,Fan,OFF,19,5
R4358,occupancy,AC,=,21,Fan,OFF,19,5
R4359,temperature,Light,<,17,Light,OFF,26,3
R4360,temperature,Fan,=,28,Fan,ON,28,4
R4361,temperature,Fan,=,29,Fan,SET,21,3
R4362,time,Light,>,32,Light,SET,25,3
R4363,time,AC,>,31,AC,OFF,22,4
R4364,temperature,AC,>,21,Light,ON,19,3
R4365,time,Fan,>,28,Fan,OFF,24,5
R4366,occupancy,AC,=,27,AC,OFF,25,2
R4367,time,AC,<,16,Light,OFF,20,3
R4368,time,Light,=,28,Light,SET,28,3
R4369,temperature,Fan,<,26,Fan,SET,27,1
R4370,occupancy,Light,>,29,Light,OFF,19,4
R4371,occupancy,Light,>,32,Light,SET,26,1
R4372,occupancy,AC,<,27,Light,ON,27,1
R4373,temperature,Fan,<,30,Fan,OFF,19,4
R4374,temperature,Light,=,30,AC,OFF,21,1
R4375,occupancy,AC,=,22,AC,OFF,19,1
R4376,occupancy,Fan,=,20,Light,ON,23,1
R4377,time,Fan,=,23,AC,OFF,24,5
R4378,time,Light,<,16,AC,OFF,22,2
R4379,temperature,AC,<,32,Fan,SET,29,1
R4380,temperature,AC,>,18,AC,OFF,23,2
R4381,time,Fan,<,32,Light,SET,24,3
R4382,occupancy,AC,<,25,AC,OFF,16,2
R4383,time,AC,=,29,Fan,SET,29,1
R4384,time,AC,<,23,Light,ON,20,4
R4385,temperature,Light,>,25,Light,ON,23,5
R4386,time,AC,=,18,Light,OFF,27,3
R4387,temperature,Light,<,19,AC,OFF,28,1
R4388,temperature,Light,>,33,Light,SET,28,3
R4389,temperature,Light,>,24,AC,OFF,28,4
R4390,time,AC,<,30,Light,OFF,17,4
R4391,time,Fan,=,33,AC,SET,21,5
R4392,occupancy,Fan,<,26,Fan,OFF,17,2
R4393,occupancy,AC,<,24,Light,SET,27,4
R4394,occupancy,AC,=,35,Light,SET,16,2
R4395,occupancy,AC,>,29,Fan,ON,24,2
R4396,temperature,Light,>,26,Fan,SET,20,2
R4397,temperature,AC,=,34,Fan,ON,23,4
R4398,time,Fan,=,19,Fan,SET,29,1
R4399,time,Light,<,18,AC,OFF,22,5
R4400,occupancy,AC,<,34,AC,ON,22,2
R4401,temperature,Fan,<,26,Fan,ON,20,5
R4402,time,AC,>,25,AC,SET,17,3
R4403,temperature,Light,<,34,Light,SET,24,5
R4404,time,Fan,=,16,AC,OFF,26,4
R4405,time,Light,<,30,Light,OFF,19,4
R4406,time,Fan,=,22,Fan,SET,26,2
R4407,time,Light,=,35,AC,ON,27,4
R4408,time,Light,=,21,AC,OFF,23,5
R4409,time,Light,>,23,Light,SET,17,5
R4410,temperature,Fan,>,24,AC,ON,24,2
R4411,time,Light,<,20,Light,ON,27,1
R4412,occupancy,Fan,<,24,Fan,OFF,22,4
R4413,time,AC,=,26,AC,ON,21,2
R4414,occupancy,Fan,=,32,Light,SET,29,4
R4415,time,Light,>,27,Light,OFF,21,5
R4416,occupancy,AC,>,16,AC,OFF,24,3
R4417,time,AC,<,23,Light,SET,23,2
R4418,temperature,Light,<,22,Light,OFF,24,2
R4419,time,AC,>,30,AC,SET,26,1
R4420,occupancy,Light,=,25,AC,SET,28,2
R4421,time,Light,<,26,Fan,SET,19,4
R4422,time,AC,=,30,Fan,SET,29,3
R4423,temperature,AC,<,20,AC,ON,29,2
R4424,occupancy,Light,>,26,Fan,SET,16,5
R4425,temperature,Fan,<,17,AC,ON,18,2
R4426,time,AC,=,22,Fan,SET,24,1
R4427,temperature,Light,<,16,Light,ON,26,4
R4428,occupancy,Light,>,33,Fan,OFF,21,2
R4429,occupancy,Light,=,22,AC,ON,28,4
R4430,temperature,AC,=,20,Fan,ON,20,5
R4431,time,AC,>,17,Light,SET,22,5
R4432,temperature,Fan,<,31,AC,ON,20,5
R4433,temperature,Fan,<,16,Fan,SET,20,2
R4434,temperature,AC,=,20,AC,OFF,18,1
R4435,occupancy,Light,=,21,Light,ON,27,2
R4436,time,AC,>,20,AC,OFF,18,1
R4437,temperature,Light,>,22,Light,SET,25,2
R4438,time,Light,=,26,Light,SET,30,2
R4439,temperature,Fan,>,26,AC,OFF,18,2
R4440,temperature,Light,>,28,AC,ON,16,3
R4441,time,Light,<,23,Light,ON,18,5
R4442,temperature,Light,<,32,Light,ON,20,3
R4443,time,AC,<,23,Light,ON,21,5
R4444,temperature,Light,<,19,Light,SET,29,5
R4445,time,Light,>,31,Fan,OFF,19,5
R4446,temperature,Light,=,19,AC,SET,21,1
R4447,occupancy,Fan,=,30,AC,ON,17,1
R4448,time,AC,<,33,Light,OFF,18,1
R4449,temperature,Light,<,28,AC,OFF,26,3
R4450,time,Light,=,22,Light,ON,18,1
R4451,time,Fan,<,20,Light,OFF,27,2
R4452,time,Light,<,20,Fan,SET,26,2
R4453,time,AC,=,26,Fan,SET,21,2
R4454,occupancy,Light,=,19,Fan,SET,23,4
R4455,temperature,Light,<,24,Light,ON,16,4
R4456,temperature,Fan,=,30,AC,ON,21,1
R4457,temperature,Fan,=,34,Fan,ON,28,2
R4458,temperature,AC,<,33,Fan,OFF,29,2
R4459,time,Light,<,19,Light,SET,18,4
R4460,temperature,Light,>,33,Light,SET,21,2
R4461,occupancy,AC,>,28,AC,ON,22,3
R4462,occupancy,Fan,=,17,AC,SET,21,3
R4463,occupancy,AC,<,33,Fan,SET,24,2
R4464,temperature,Fan,>,25,Fan,SET,29,1
R4465,time,Light,>,30,Light,SET,17,5
R4466,occupancy,Fan,=,29,Fan,OFF,25,1
R4467,occupancy,Fan,>,34,AC,SET,18,1
R4468,occupancy,AC,<,23,AC,SET,20,5
R4469,occupancy,Light,<,22,AC,ON,25,2
R4470,time,Light,<,32,Light,ON,26,4
R4471,temperature,AC,=,21,AC,ON,24,1
R4472,occupancy,AC,=,27,Fan,SET,20,2
R4473,occupancy,AC,>,24,Fan,SET,16,5
R4474,occupancy,Fan,<,35,Fan,SET,17,3
R4475,time,Light,>,35,Fan,OFF,16,3
R4476,occupancy,Light,=,34,Light,OFF,30,3
R4477,temperature,Light,<,24,Fan,SET,21,1
R4478,occupancy,AC,=,22,AC,SET,29,1
R4479,temperature,Fan,=,25,Fan,OFF,30,5
R4480,temperature,AC,>,35,Light,ON,25,5
R4481,occupancy,Fan,<,20,Fan,SET,30,5
R4482,time,AC,<,35,Fan,OFF,29,2
R4483,time,Light,<,30,Light,OFF,26,1
R4484,time,AC,<,22,Light,OFF,24,3
R4485,temperature,AC,=,26,Light,SET,29,1
R4486,time,AC,>,19,AC,ON,29,3
R4487,time,Fan,>,23,AC,SET,17,3
R4488,occupancy,Fan,<,23,Light,OFF,22,3
R4489,temperature,Light,<,22,AC,ON,21,1
R4490,time,Fan,<,25,AC,ON,23,1
R4491,time,Fan,=,28,Light,SET,20,3
R4492,temperature,Light,<,22,Fan,OFF,25,4
R4493,temperature,AC,=,35,Fan,SET,28,5
R4494,temperature,Fan,<,19,Light,OFF,22,4
R4495,temperature,Fan,=,28,Fan,OFF,30,3
R4496,occupancy,AC,<,22,AC,OFF,22,3
R4497,occupancy,Fan,>,30,AC,OFF,17,5
R4498,temperature,Fan,<,34,Fan,OFF,25,5
R4499,temperature,Fan,=,29,AC,SET,19,2
R4500,occupancy,Fan,=,21,Light,OFF,30,2
R4501,occupancy,Fan,>,32,AC,ON,23,3
R4502,time,Fan,=,25,AC,OFF,23,4
R4503,time,Light,>,29,Light,ON,16,2
R4504,temperature,Light,<,31,Fan,ON,28,4
R4505,time,AC,<,26,AC,ON,19,3
R4506,occupancy,Fan,=,27,Fan,SET,25,1
R4507,time,Light,=,28,AC,SET,24,1
R4508,occupancy,Light,<,28,AC,OFF,24,3
R4509,time,Fan,<,29,AC,OFF,19,4
R4510,occupancy,Fan,>,33,Fan,ON,22,2
R4511,temperature,AC,=,20,AC,ON,23,4
R4512,temperature,Light,<,29,Fan,OFF,23,4
R4513,temperature,Fan,=,17,Fan,SET,30,1
R4514,temperature,AC,=,22,Fan,OFF,21,4
R4515,time,AC,<,30,Light,OFF,22,4
R4516,occupancy,Light,>,29,Fan,OFF,16,4
R4517,temperature,AC,=,20,AC,ON,20,4
R4518,time,Fan,=,30,AC,SET,20,3
R4519,time,AC,<,29,Fan,OFF,24,5
R4520,time,AC,<,32,Light,ON,17,4
R4521,temperature,Fan,=,31,Light,SET,28,5
R4522,temperature,AC,=,16,Fan,SET,16,2
R4523,temperature,Light,>,27,Fan,SET,28,2
R4524,occupancy,Fan,>,23,Light,OFF,29,1
R4525,time,Fan,>,35,Light,ON,19,5
R4526,time,AC,<,34,Fan,SET,27,4
R4527,temperature,Light,=,27,Fan,OFF,27,5
R4528,time,AC,>,16,Light,ON,29,1
R4529,time,Light,<,22,Light,OFF,27,3
R4530,time,AC,<,24,AC,ON,30,3
R4531,occupancy,Fan,=,19,AC,ON,28,4
R4532,temperature,Fan,<,32,Fan,OFF,19,2
R4533,time,Light,>,25,Light,OFF,28,1
R4534,temperature,AC,<,31,Fan,SET,29,5
R4535,time,Light,=,31,Fan,SET,24,5
R4536,time,AC,<,34,AC,OFF,24,1
R4537,occupancy,Light,=,35,AC,ON,23,2
R4538,time,Fan,=,25,Fan,SET,26,2
R4539,occupancy,Light,=,16,Fan,OFF,29,5
R4540,time,Light,>,19,Light,OFF,27,2
R4541,time,Fan,>,24,Light,OFF,21,2
R4542,time,AC,<,27,Light,OFF,26,5
R4543,occupancy,Fan,>,17,Fan,OFF,17,2
R4544,temperature,Fan,>,30,Light,SET,25,1
R4545,occupancy,Fan,>,22,AC,ON,29,1
R4546,time,Light,=,23,Fan,OFF,25,4
R4547,time,AC,=,17,AC,OFF,21,4
R4548,time,Fan,>,19,Fan,ON,18,2
R4549,time,Light,<,28,AC,ON,17,2
R4550,temperature,AC,<,30,AC,OFF,28,2
R4551,temperature,Fan,<,35,AC,ON,29,3
R4552,temperature,Fan,>,28,Light,ON,18,5
R4553,time,AC,=,32,Fan,SET,16,4
R4554,temperature,Fan,<,26,AC,OFF,30,3
R4555,temperature,Fan,<,34,Light,SET,16,1
R4556,occupancy,Light,=,28,AC,ON,24,1
R4557,time,Fan,<,23,Light,OFF,30,4
R4558,occupancy,Fan,<,31,AC,SET,22,2
R4559,time,Fan,=,29,AC,SET,19,1
R4560,occupancy,Light,>,16,Light,ON,26,4
R4561,temperature,AC,>,21,AC,ON,16,2
R4562,temperature,AC,<,32,Fan,OFF,23,4
R4563,temperature,AC,<,35,AC,ON,19,5
R4564,occupancy,Light,=,24,AC,ON,16,2
R4565,occupancy,Light,=,26,Light,ON,24,5
R4566,time,AC,<,33,Fan,ON,29,3
R4567,temperature,Light,<,32,Light,SET,24,1
R4568,time,AC,>,18,Fan,ON,28,5
R4569,temperature,Fan,=,27,Light,SET,23,4
R4570,temperature,Fan,<,31,Fan,ON,30,3
R4571,time,AC,=,22,AC,OFF,16,5
R4572,time,Fan,>,23,Light,OFF,23,2
R4573,occupancy,Fan,>,32,Light,OFF,21,4
R4574,temperature,AC,<,30,AC,SET,20,5
R4575,occupancy,Fan,<,21,Light,SET,19,3
R4576,occupancy,Light,<,24,AC,SET,17,5
R4577,temperature,AC,=,17,Fan,SET,28,3
R4578,occupancy,Light,=,24,Light,SET,24,4
R4579,time,AC,>,32,Fan,SET,29,2
R4580,temperature,Light,<,27,Light,SET,19,1
R4581,time,Light,<,28,Fan,ON,28,5
R4582,occupancy,Light,<,21,Fan,ON,16,1
R4583,time,Light,<,26,Fan,SET,27,2
R4584,time,Fan,=,22,Light,SET,28,5
R4585,temperature,Light,<,22,Fan,SET,19,1
R4586,occupancy,Light,<,31,Light,OFF,16,1
R4587,occupancy,AC,<,25,Fan,OFF,21,5
R4588,temperature,Fan,=,21,Fan,SET,25,2
R4589,temperature,AC,=,30,Fan,OFF,21,5
R4590,time,Light,=,34,AC,ON,17,1
R4591,time,Light,<,28,Light,ON,22,3
R4592,time,Fan,>,33,Fan,SET,29,3
R4593,temperature,Light,<,18,Fan,OFF,17,3
R4594,time,Light,<,25,Light,OFF,27,5
R4595,temperature,Fan,<,22,AC,ON,22,3
R4596,temperature,AC,>,21,Fan,OFF,30,4
R4597,time,Light,=,29,Fan,SET,29,4
R4598,temperature,Light,<,29,Fan,OFF,23,4
R4599,temperature,AC,>,19,AC,OFF,26,1
R4600,time,Fan,<,33,Fan,SET,17,2
R4601,occupancy,Light,=,32,Fan,OFF,30,4
R4602,occupancy,Light,=,27,AC,SET,25,1
R4603,time,AC,=,21,Fan,OFF,27,5
R4604,occupancy,Light,=,17,Light,ON,18,5
R4605,temperature,AC,<,34,Fan,OFF,16,1
R4606,temperature,Light,=,32,AC,ON,20,2
R4607,occupancy,AC,<,21,AC,SET,20,2
R4608,temperature,Fan,=,19,AC,SET,22,4
R4609,temperature,Fan,=,35,Light,OFF,29,5
R4610,occupancy,Fan,>,19,Fan,ON,26,5
R4611,occupancy,AC,<,22,AC,OFF,27,4
R4612,occupancy,Light,>,35,Fan,SET,18,2
R4613,time,Light,<,19,AC,SET,24,4
R4614,time,Light,>,33,AC,SET,26,1
R4615,time,AC,>,29,Light,OFF,27,3
R4616,temperature,AC,<,33,Light,SET,24,5
R4617,time,Fan,=,22,Fan,SET,26,4
R4618,occupancy,Fan,=,25,AC,ON,29,5
R4619,temperature,Fan,=,24,Light,OFF,18,5
R4620,time,Fan,=,26,Fan,OFF,23,4
R4621,occupancy,Fan,<,33,Light,ON,17,5
R4622,occupancy,Light,>,25,AC,OFF,29,2
R4623,temperature,Fan,>,22,AC,SET,22,2
R4624,time,Light,>,35,Light,OFF,20,1
R4625,occupancy,Light,>,20,AC,OFF,24,5
R4626,occupancy,AC,<,35,Light,ON,17,4
R4627,time,Fan,<,32,Fan,ON,29,1
R4628,occupancy,Light,=,21,Light,SET,22,3
R4629,temperature,Fan,>,32,Fan,ON,16,1
R4630,temperature,AC,<,21,Fan,ON,22,5
R4631,occupancy,Light,=,20,AC,ON,21,1
R4632,occupancy,Fan,>,30,Fan,ON,28,3
R4633,temperature,Light,>,29,Fan,SET,30,2
R4634,occupancy,Fan,=,29,Fan,OFF,16,3
R4635,temperature,Fan,>,18,AC,OFF,25,1
R4636,occupancy,Fan,<,23,Light,SET,30,3
R4637,time,Fan,=,30,Light,SET,20,2
R4638,time,AC,>,31,Light,ON,28,4
R4639,temperature,Fan,=,28,Light,SET,17,5
R4640,time,Light,>,32,Light,ON,23,4
R4641,occupancy,Fan,=,34,AC,SET,24,1
R4642,time,AC,=,22,Fan,OFF,24,2
R4643,occupancy,Light,<,18,Light,ON,21,5
R4644,occupancy,Fan,>,19,AC,ON,16,3
R4645,temperature,Light,>,34,Fan,OFF,16,4
R4646,occupancy,Fan,=,26,Light,SET,16,3
R4647,temperature,AC,=,29,AC,ON,30,4
R4648,occupancy,Light,>,17,AC,OFF,28,2
R4649,occupancy,AC,>,31,Light,SET,19,3
R4650,occupancy,AC,>,19,Light,SET,29,4
R4651,occupancy,AC,>,28,Light,OFF,16,1
R4652,time,Light,=,21,Light,OFF,18,4
R4653,occupancy,AC,>,28,AC,OFF,16,5
R4654,temperature,AC,>,24,Light,ON,24,3
R4655,occupancy,AC,>,34,Light,OFF,22,2
R4656,temperature,AC,=,16,AC,SET,17,1
R4657,time,Light,<,22,Fan,OFF,25,5
R4658,temperature,Light,>,29,AC,ON,23,3
R4659,time,Light,=,32,AC,OFF,20,4
R4660,occupancy,AC,=,32,Fan,SET,24,5
R4661,temperature,AC,=,19,Fan,SET,18,2
R4662,temperature,Light,>,23,Light,ON,18,5
R4663,time,Fan,<,18,AC,SET,30,4
R4664,time,Fan,<,25,Fan,OFF,16,1
R4665,occupancy,Fan,<,27,AC,SET,18,3
R4666,occupancy,Fan,=,17,Fan,ON,16,2
R4667,temperature,Light,=,19,Fan,SET,26,3
R4668,temperature,AC,<,33,Fan,ON,24,4
R4669,time,Fan,=,22,Light,OFF,22,4
R4670,temperature,Fan,<,26,Fan,ON,25,3
R4671,occupancy,Fan,>,30,AC,ON,23,4
R4672,temperature,Light,=,27,AC,ON,23,4
R4673,temperature,Fan,=,31,Light,OFF,17,3
R4674,temperature,Light,<,18,Fan,ON,26,4
R4675,time,Light,>,17,AC,ON,25,4
R4676,temperature,Light,=,27,AC,ON,29,3
R4677,occupancy,AC,=,31,AC,SET,24,1
R4678,time,Light,=,35,Fan,OFF,16,2
R4679,occupancy,AC,>,22,Fan,SET,20,3
R4680,time,Fan,=,20,Fan,SET,29,4
R4681,temperature,Light,>,24,Fan,OFF,17,4
R4682,temperature,Light,=,23,AC,OFF,24,5
R4683,temperature,Fan,=,25,AC,OFF,21,3
R4684,temperature,AC,<,34,Fan,SET,25,3
R4685,temperature,AC,<,29,Light,OFF,28,1
R4686,temperature,Fan,>,16,Light,OFF,21,1
R4687,temperature,AC,<,19,Light,ON,26,5
R4688,occupancy,AC,=,19,Fan,ON,23,4
R4689,time,Light,=,33,Light,OFF,20,1
R4690,occupancy,Fan,=,22,AC,SET,28,4
R4691,time,Fan,=,25,Fan,SET,27,1
R4692,temperature,AC,=,23,Light,OFF,26,3
R4693,time,Light,=,23,Fan,SET,29,2
R4694,occupancy,Light,<,24,AC,ON,29,1
R4695,time,Light,>,33,Light,SET,30,4
R4696,time,Fan,>,34,Light,OFF,24,3
R4697,time,Light,=,22,AC,OFF,26,2
R4698,occupancy,Fan,=,29,Light,OFF,17,3
R4699,occupancy,Fan,>,22,AC,OFF,16,5
R4700,time,AC,>,16,Fan,SET,20,2
R4701,occupancy,Fan,=,29,Fan,ON,18,1
R4702,time,Fan,>,34,Light,SET,20,2
R4703,time,AC,=,21,Light,ON,22,1
R4704,temperature,Light,>,21,Fan,SET,20,5
R4705,time,Light,>,23,AC,SET,21,2
R4706,temperature,AC,=,29,Fan,SET,26,2
R4707,time,Fan,>,34,Light,ON,26,4
R4708,temperature,Light,>,29,AC,OFF,22,4
R4709,time,AC,>,26,Light,ON,19,2
R4710,temperature,Fan,>,17,AC,OFF,26,2
R4711,temperature,AC,>,16,Fan,SET,19,1
R4712,time,Light,>,18,Light,SET,18,5
R4713,temperature,Fan,=,22,Light,ON,28,2
R4714,time,AC,>,17,AC,OFF,16,3
R4715,occupancy,Fan,>,17,Light,SET,21,3
R4716,time,Light,=,18,AC,ON,25,1
R4717,time,AC,<,32,AC,SET,24,4
R4718,occupancy,AC,=,18,Fan,SET,16,1
R4719,time,AC,>,21,Light,SET,29,3
R4720,occupancy,AC,>,32,Fan,ON,28,1
R4721,occupancy,AC,<,30,AC,ON,19,5
R4722,time,Fan,>,33,AC,ON,23,5
R4723,time,Fan,=,23,Fan,SET,30,1
R4724,temperature,AC,<,27,AC,SET,20,1
R4725,temperature,Light,=,32,AC,OFF,28,4
R4726,occupancy,AC,>,34,Fan,OFF,24,4
R4727,temperature,Light,>,26,Light,OFF,17,5
R4728,temperature,AC,<,21,Fan,OFF,30,3
R4729,occupancy,Light,>,27,AC,SET,28,5
R4730,temperature,Light,=,25,Fan,SET,21,2
R4731,temperature,Fan,=,22,Fan,SET,27,1
R4732,occupancy,Fan,>,27,Light,ON,21,4
R4733,time,AC,=,27,Fan,SET,23,1
R4734,occupancy,AC,<,30,Fan,ON,23,4
R4735,occupancy,Fan,>,17,Light,OFF,22,2
R4736,temperature,AC,>,23,AC,ON,23,3
R4737,temperature,AC,=,28,Light,SET,18,3
R4738,time,Light,<,33,AC,ON,16,3
R4739,time,Fan,>,29,Light,OFF,16,5
R4740,temperature,AC,<,30,Fan,SET,21,3
R4741,temperature,Fan,=,19,Fan,SET,20,4
R4742,occupancy,Fan,<,29,Light,ON,25,5
R4743,temperature,AC,<,22,Light,OFF,30,4
R4744,occupancy,Light,=,19,Light,ON,29,5
R4745,temperature,AC,<,35,Light,SET,20,2
R4746,temperature,AC,=,35,AC,OFF,23,3
R4747,occupancy,AC,>,27,Light,OFF,25,4
R4748,time,AC,<,16,AC,SET,17,4
R4749,temperature,AC,=,31,Light,ON,23,1
R4750,temperature,Light,=,30,Light,SET,27,4
R4751,time,AC,=,23,AC,SET,25,5
R4752,temperature,AC,<,33,Fan,OFF,16,4
R4753,temperature,Fan,>,26,AC,SET,25,1
R4754,occupancy,Light,<,16,Fan,OFF,30,4
R4755,temperature,Light,>,21,Fan,OFF,27,5
R4756,occupancy,Light,=,35,Fan,SET,19,2
R4757,occupancy,Fan,>,30,Light,SET,16,5
R4758,occupancy,AC,>,24,AC,ON,22,5
R4759,time,Fan,>,22,Fan,ON,25,4
R4760,time,AC,=,16,Fan,OFF,30,2
R4761,temperature,AC,=,34,AC,ON,21,1
R4762,temperature,Fan,<,16,Fan,SET,24,4
R4763,occupancy,AC,>,22,AC,SET,19,3
R4764,occupancy,Light,<,31,AC,SET,29,3
R4765,occupancy,AC,>,31,AC,OFF,21,3
R4766,time,AC,<,24,Light,SET,24,1
R4767,temperature,Fan,=,20,AC,SET,17,2
R4768,temperature,Light,>,26,AC,ON,22,2
R4769,temperature,Light,=,29,Light,ON,23,4
R4770,time,Fan,=,30,AC,OFF,27,4
R4771,time,Fan,>,27,AC,OFF,28,5
R4772,temperature,Fan,>,29,Fan,OFF,28,5
R4773,time,Fan,=,20,Light,OFF,19,5
R4774,temperature,AC,>,16,Light,SET,24,3
R4775,temperature,AC,>,23,Fan,OFF,29,5
R4776,occupancy,AC,=,22,Light,ON,28,5
R4777,occupancy,Fan,<,27,Light,OFF,24,1
R4778,temperature,AC,<,28,AC,SET,22,5
R4779,temperature,AC,>,27,Fan,SET,27,4
R4780,temperature,Light,<,34,AC,OFF,25,3
R4781,temperature,Light,>,29,Fan,SET,16,4
R4782,time,Light,<,25,AC,ON,20,3
R4783,temperature,Light,<,26,Light,ON,25,5
R4784,temperature,Fan,<,19,Fan,ON,21,5
R4785,occupancy,Fan,<,34,AC,OFF,29,2
R4786,temperature,AC,=,29,Light,SET,19,5
R4787,temperature,Fan,=,22,Light,ON,27,1
R4788,time,Fan,>,30,AC,OFF,17,3
R4789,temperature,Light,=,21,Light,ON,25,4
R4790,occupancy,AC,<,34,Fan,SET,22,2
R4791,temperature,Fan,=,31,Fan,SET,26,2
R4792,time,AC,>,19,AC,OFF,27,1
R4793,time,AC,<,27,AC,SET,17,4
R4794,temperature,AC,=,20,Fan,OFF,21,4
R4795,temperature,AC,=,16,Fan,ON,24,4
R4796,occupancy,Fan,<,29,Fan,OFF,24,4
R4797,occupancy,AC,=,34,AC,ON,26,3
R4798,temperature,Fan,=,30,AC,ON,22,4
R4799,occupancy,Fan,>,21,AC,OFF,27,4
R4800,temperature,Light,=,30,Fan,OFF,26,5
R4801,occupancy,Fan,<,20,AC,ON,26,3
R4802,temperature,AC,>,34,Fan,ON,24,5
R4803,temperature,AC,=,21,Light,SET,23,1
R4804,occupancy,AC,>,31,AC,OFF,28,2
R4805,time,Fan,>,23,AC,ON,22,2
R4806,occupancy,Fan,=,25,Light,SET,18,5
R4807,occupancy,Fan,<,31,Fan,SET,20,2
R4808,occupancy,Fan,<,30,AC,ON,30,2
R4809,time,Fan,=,29,Light,OFF,20,3
R4810,occupancy,Light,<,17,Fan,ON,17,4
R4811,time,AC,<,31,AC,ON,23,5
R4812,temperature,Light,<,24,Fan,OFF,18,5
R4813,time,Light,<,22,AC,SET,20,2
R4814,occupancy,Fan,>,34,Light,ON,26,1
R4815,occupancy,Fan,>,21,AC,OFF,16,3
R4816,occupancy,Fan,=,17,Light,ON,16,1
R4817,occupancy,Fan,>,23,Light,SET,26,2
R4818,time,Fan,=,31,Fan,OFF,19,4
R4819,temperature,Light,=,23,Light,SET,17,5
R4820,time,Light,=,17,Fan,OFF,24,3
R4821,time,Light,=,25,Light,OFF,18,1
R4822,occupancy,Light,>,18,Light,OFF,24,3
R4823,temperature,Fan,<,17,Light,ON,16,3
R4824,occupancy,Light,>,33,Fan,ON,23,4
R4825,temperature,AC,=,28,AC,SET,23,1
R4826,temperature,AC,>,33,Fan,SET,16,4
R4827,time,Fan,>,28,AC,ON,20,2
R4828,temperature,Fan,<,35,Light,OFF,21,3
R4829,time,Fan,<,21,Fan,ON,16,1
R4830,time,Fan,<,27,AC,ON,20,1
R4831,time,Fan,<,33,AC,SET,20,2
R4832,temperature,Fan,>,18,Light,ON,21,4
R4833,temperature,Fan,=,20,Light,ON,24,5
R4834,temperature,Light,>,20,AC,SET,24,2
R4835,time,Light,=,31,Fan,ON,30,1
R4836,time,Fan,<,23,AC,ON,22,1
R4837,temperature,AC,>,23,Light,SET,23,3
R4838,occupancy,Fan,<,31,AC,ON,25,2
R4839,occupancy,Fan,<,21,AC,OFF,18,2
R4840,occupancy,AC,=,23,Light,OFF,19,4
R4841,temperature,AC,=,28,AC,OFF,28,2
R4842,time,AC,>,20,Light,SET,23,2
R4843,occupancy,Fan,=,27,Light,OFF,19,1
R4844,occupancy,Light,>,30,AC,SET,16,3
R4845,time,Light,=,18,Light,SET,27,1
R4846,time,Fan,=,20,Fan,SET,17,2
R4847,temperature,AC,<,35,Fan,SET,21,4
R4848,temperature,Light,=,23,AC,ON,16,5
R4849,time,Fan,<,35,Light,ON,16,5
R4850,temperature,Light,>,29,Fan,SET,23,2
R4851,time,Fan,<,26,Fan,OFF,28,1
R4852,time,Fan,<,25,AC,SET,28,3
R4853,time,AC,<,20,Fan,SET,24,4
R4854,temperature,AC,<,33,AC,ON,19,2
R4855,occupancy,Fan,=,30,Light,SET,26,3
R4856,temperature,Fan,>,23,Light,OFF,19,5
R4857,temperature,Fan,>,19,AC,ON,29,4
R4858,occupancy,Fan,=,35,Fan,OFF,23,3
R4859,occupancy,Fan,<,19,Fan,OFF,17,1
R4860,occupancy,Light,=,23,AC,SET,28,1
R4861,temperature,Fan,>,27,Fan,ON,16,3
R4862,temperature,Light,<,19,AC,ON,27,3
R4863,time,AC,>,23,Fan,ON,19,3
R4864,time,Light,=,20,AC,ON,16,1
R4865,temperature,Light,>,20,Light,OFF,22,2
R4866,temperature,Fan,=,33,Light,OFF,27,5
R4867,time,AC,>,31,AC,OFF,25,4
R4868,time,Light,=,29,AC,OFF,30,3
R4869,time,Light,<,26,Fan,SET,24,5
R4870,temperature,Light,=,26,Light,SET,28,2
R4871,temperature,AC,=,32,Fan,ON,25,1
R4872,time,AC,<,16,Light,ON,19,5
R4873,temperature,AC,>,35,Light,OFF,22,3
R4874,time,Light,<,22,Light,OFF,26,5
R4875,temperature,AC,=,16,Fan,ON,29,1
R4876,occupancy,AC,>,35,Light,ON,22,2
R4877,time,Light,=,28,Fan,ON,20,1
